,song_name,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1766,I Want to Be a Cowboy's Sweetheart,0.697,0.325,7,-10.752,1,0.853,3.94e-05,0.142,0.861,121.47,187360,4
1767,Fourth of July,0.441,0.104,6,-22.399,0,0.973,0.354,0.119,0.156,120.266,279316,4
1768,Un Poco Loco - Rudy Van Gelder Edition / Remastered 1998,0.429,0.7,7,-9.117,1,0.858,0.0434,0.194,0.759,85.853,286387,4
1769,Echo Beach - 2002 Remastered Version,0.526,0.669,7,-10.552,1,0.148,1.8e-05,0.0569,0.86,163.537,216800,4
1770,Feel It Still,0.801,0.795,1,-5.115,0,0.0417,0.000113,0.0717,0.754,79.028,163253,4
1771,Connected,0.657,0.824,1,-10.735,0,0.0459,0.00138,0.31,0.69,100.647,315427,4
1772,Wabash Cannonball,0.717,0.37,9,-10.119,1,0.763,0.0,0.424,0.881,99.425,155388,4
1773,I'm Only Sleeping - Remastered,0.494,0.47,8,-9.599,0,0.21,0.0,0.28,0.698,103.477,180320,4
1774,Who Are You,0.651,0.661,9,-11.405,1,0.265,0.00313,0.106,0.489,156.371,378707,4
1775,Bus Stop,0.601,0.698,4,-8.708,0,0.103,0.0,0.0893,0.787,136.263,174640,4
1776,Highway 61 Revisited,0.49,0.808,10,-6.725,1,0.475,0.0,0.232,0.604,73.434,205827,4
1777,(Just Like) Starting Over - Remastered 2010,0.681,0.709,9,-8.542,1,0.313,5.45e-05,0.308,0.412,99.14,238000,4
1778,All Mirrors,0.433,0.688,7,-7.378,0,0.00302,0.00195,0.153,0.232,105.018,282027,4
1779,Addicted To Love,0.703,0.579,2,-12.786,1,0.37,7.07e-06,0.117,0.973,111.583,359816,4
1780,Don't Let Me Down - Remastered,0.592,0.295,4,-10.534,1,0.563,0.00071,0.109,0.734,76.066,215613,4
1781,The Fear,0.656,0.823,10,-6.971,1,0.408,7.16e-05,0.118,0.495,134.005,206154,4
1782,Country House - 2012 Remaster,0.331,0.885,9,-6.606,1,0.205,0.0,0.123,0.589,175.293,236960,4
1783,By The Time I Get To Phoenix - Remastered 2001,0.218,0.336,5,-12.997,1,0.0743,1.61e-06,0.134,0.232,176.66,164200,4
1784,This Is a Low - 2012 Remaster,0.271,0.5,9,-8.661,1,0.211,0.00156,0.111,0.32,170.06,316907,4
1785,Reckoner,0.518,0.656,4,-7.438,0,0.511,0.156,0.0679,0.203,104.282,290213,4
1786,Wake up Everybody (feat. Teddy Pendergrass),0.497,0.545,6,-12.163,1,0.155,0.0,0.186,0.644,97.011,451400,4
1787,Mirror in the Bathroom,0.633,0.637,7,-10.431,1,0.151,0.0278,0.035,0.941,171.853,189667,4
1788,Devil Got My Woman,0.471,0.223,4,-14.155,0,0.979,0.0107,0.127,0.29,84.888,181238,4
1789,Pumped up Kicks,0.733,0.71,5,-5.849,0,0.145,0.115,0.0956,0.965,127.975,239600,4
1790,I'll Never Get Out of This World Alive,0.848,0.178,7,-12.749,1,0.88,0.0,0.0688,0.769,116.702,146541,4
1791,Eve Of Destruction,0.613,0.307,2,-17.385,1,0.387,4.52e-06,0.087,0.789,117.305,215827,4
1792,Forever Young - Slow Version,0.488,0.493,2,-9.878,1,0.255,0.000181,0.102,0.389,135.093,296133,4
1793,99 Luftballons,0.636,0.467,4,-10.1,1,0.0915,1.7e-06,0.117,0.58,96.639,231467,4
1794,Into You,0.623,0.734,9,-5.948,1,0.0162,1.75e-06,0.145,0.37,107.853,244453,4
1795,Feel You,0.445,0.711,9,-5.483,0,0.0111,5.89e-05,0.0932,0.381,142.034,248653,4
1796,Downtown Train,0.665,0.43,3,-13.62,1,0.465,0.0488,0.0965,0.701,115.399,230000,4
1797,I Feel Fine - Remastered,0.568,0.796,7,-8.085,1,0.276,8.64e-06,0.203,0.763,90.063,139680,4
1798,"Fingertips Pts. 1 & 2 - Live At The Regal Theater, Chicago/1962",0.458,0.783,0,-8.317,1,0.364,0.402,0.424,0.495,141.364,397560,4
1799,Keep The Car Running,0.48,0.902,2,-6.259,1,0.344,0.0316,0.065,0.276,96.474,208887,4
1800,Formed A Band,0.248,0.907,2,-2.576,1,0.00138,0.158,0.113,0.607,136.41,170307,4
1801,Everything Now,0.548,0.865,0,-5.325,1,0.00171,0.000449,0.457,0.61,116.046,303013,4
1802,The Less I Know The Better,0.64,0.74,4,-4.083,1,0.0115,0.00678,0.167,0.785,116.879,216320,4
1803,Street Spirit (Fade Out),0.489,0.478,4,-11.446,0,0.304,0.758,0.176,0.113,138.092,254400,4
1804,I'll Be There For You/You're All I Need To Get By,0.716,0.674,4,-8.639,0,0.161,5.18e-05,0.332,0.649,95.013,309227,4
1805,Smiling Faces Sometimes,0.555,0.554,11,-8.855,1,0.344,5.04e-06,0.0729,0.79,105.24,196893,4
1806,Computer Love - 2009 Remaster,0.713,0.622,5,-11.466,0,0.802,0.845,0.0944,0.516,124.693,439440,4
1807,Rip It Up,0.881,0.546,7,-9.357,1,0.0532,0.000149,0.0497,0.852,102.814,320413,4
1808,Come Together,0.563,0.807,0,-8.686,1,0.0359,0.000466,0.23,0.685,93.981,625253,4
1809,Money For Nothing,0.642,0.766,2,-6.82,0,0.0407,0.000103,0.0593,0.593,134.185,504333,4
1810,Dead Leaves And The Dirty Ground,0.344,0.606,9,-4.064,0,0.458,3.05e-06,0.0737,0.459,80.595,184600,4
1811,Love Me Do - Mono / Remastered,0.524,0.88,0,-3.865,1,0.404,0.000191,0.154,0.758,148.058,140173,4
1812,Joga,0.319,0.683,1,-6.942,0,0.394,0.000181,0.0807,0.26,146.19,305360,4
1813,People Are Strange,0.699,0.467,4,-8.578,0,0.685,0.0,0.315,0.764,119.287,130173,4
1814,Les feuilles mortes,0.349,0.038,2,-25.974,0,0.995,0.162,0.11,0.109,67.322,203382,5
1815,Ladi Dadi,0.616,0.703,7,-10.545,1,0.577,0.0,0.0895,0.72,182.322,268278,4
1816,Jet - Remastered 2010,0.504,0.739,9,-7.265,1,0.0179,0.08,0.0949,0.417,128.918,248360,4
1817,Caravan,0.551,0.326,7,-17.111,1,0.958,0.91,0.108,0.659,81.788,179926,4
1818,Master Blaster (Jammin'),0.877,0.422,10,-14.933,0,0.04,0.000406,0.182,0.97,131.103,307933,4
1819,All I Wanna Do,0.82,0.528,9,-11.179,1,0.111,0.0186,0.257,0.931,120.091,272107,4
1820,Fire,0.439,0.882,5,-9.036,0,0.541,0.671,0.793,0.317,138.551,174160,4
1821,Black Sabbath,0.319,0.444,2,-14.315,1,0.0437,0.039,0.279,0.126,132.536,378253,4
1822,I Can See Clearly Now - Edit,0.681,0.373,2,-13.2,1,0.633,0.00113,0.0751,0.623,123.423,164733,4
1823,You Are My Sunshine,0.827,0.205,9,-10.311,0,0.989,0.000513,0.614,0.695,97.851,171693,4
1824,Sunshine Superman,0.629,0.677,1,-7.239,1,0.122,9.72e-06,0.0962,0.627,132.783,195000,4
1825,Five Years - 2012 Remastered Version,0.46,0.326,7,-10.699,1,0.142,1.01e-05,0.0449,0.321,152.54,283753,3
1826,1969,0.495,0.751,2,-7.334,1,0.000728,0.0342,0.591,0.725,107.073,245520,4
1827,A Night In Tunisia,0.402,0.526,5,-16.065,1,0.0689,0.0028,0.104,0.414,156.656,676533,4
1828,Poker Face,0.849,0.826,4,-4.609,1,0.124,2.28e-06,0.0869,0.753,119.002,237400,4
1829,Hollaback Girl,0.926,0.916,10,-2.221,0,0.35,6.17e-06,0.0234,0.904,110.007,199853,4
1830,Help Me,0.736,0.409,5,-10.529,0,0.692,0.265,0.424,0.806,114.067,191840,4
1831,What The World Needs Now Is Love - Remastered,0.444,0.389,1,-9.743,1,0.861,0.0,0.113,0.427,105.806,187200,4
1832,Mambo #5,0.613,0.907,0,-6.91,0,0.111,0.0569,0.0696,0.585,174.192,130905,4
1833,The Lonesome Death of Hattie Carroll,0.523,0.177,4,-12.411,1,0.884,0.0,0.276,0.236,140.116,344631,3
1834,John Wayne Gacy. Jr.,0.467,0.183,0,-14.845,0,0.92,1.07e-05,0.12,0.194,80.939,199920,4
1835,Tin Soldier (Mono),0.338,0.769,9,-7.426,1,0.106,3.74e-06,0.306,0.515,114.618,201333,4
1836,Beetlebum - 2012 Remaster,0.542,0.627,0,-7.105,1,0.0794,0.000517,0.277,0.814,89.734,305213,4
1837,Road to Nowhere - 2005 Remaster,0.654,0.789,2,-4.901,1,0.0404,1.29e-05,0.119,0.579,110.378,260213,4
1838,Empty Bed Blues,0.749,0.197,5,-4.793,1,0.993,7.49e-05,0.126,0.6,84.912,381493,4
1839,Seether,0.612,0.848,8,-9.178,1,0.00291,0.00319,0.0687,0.632,136.196,196573,4
1840,Driftin' Blues - 1992 Digital Remaster,0.73,0.0687,9,-17.525,1,0.984,0.00264,0.113,0.449,143.218,195400,4
1841,Let's Have A Party,0.522,0.901,4,-8.549,1,0.535,8.47e-06,0.176,0.916,166.886,131200,4
1842,Lonely Avenue,0.712,0.234,1,-10.92,1,0.8,0.0,0.0815,0.599,71.111,157560,4
1843,Telegram Sam,0.521,0.938,2,-3.705,1,0.0224,0.0,0.0889,0.441,123.008,225773,4
1844,Drive,0.469,0.42,7,-11.287,1,0.21,0.000341,0.135,0.234,142.071,264707,4
1845,Deacon Blues,0.745,0.586,0,-12.487,1,0.457,0.000295,0.119,0.604,115.857,456640,4
1846,Smoke Gets In Your Eyes,0.29,0.227,3,-13.06,1,0.944,7.95e-05,0.617,0.224,114.278,157293,4
1847,Big Time Sensuality,0.728,0.717,1,-12.949,0,7.34e-05,0.0172,0.167,0.566,118.589,236667,4
1848,Levi Stubbs' Tears,0.437,0.565,11,-5.937,0,0.598,1e-05,0.417,0.517,135.416,211773,4
1849,Under Me Sleng Teng,0.826,0.508,2,-8.713,1,0.148,0.0,0.124,0.91,81.564,247800,4
1850,(We Don't Need This) Fascist Groove Thang - Remastered 2006,0.691,0.931,7,-7.457,1,0.216,0.656,0.631,0.684,150.093,261133,4
1851,Shhh / Peaceful,0.324,0.394,7,-11.385,1,0.711,0.00206,0.19,0.221,129.859,1094733,4
1852,Party Fears Two,0.542,0.874,7,-5.351,1,0.0511,0.00148,0.163,0.625,128.46,312107,4
1853,Dreaming - Remastered,0.343,0.901,2,-5.373,1,0.00244,0.000147,0.0801,0.798,161.69,188427,4
1854,New Slaves,0.506,0.59,1,-4.322,1,0.165,1.09e-05,0.096,0.359,141.099,256093,4
1855,Disco 2000,0.567,0.932,7,-5.888,0,0.0147,0.0,0.0484,0.55,133.074,273733,4
1856,The Boy with the Thorn in His Side - 2011 Remaster,0.514,0.87,7,-6.516,1,0.208,4.1e-05,0.524,0.847,118.962,196627,4
1857,They Reminisce Over You (T.R.O.Y.),0.761,0.683,2,-10.889,1,0.141,0.0,0.342,0.671,101.787,286693,4
1858,Box Of Rain - Remastered Version,0.524,0.535,2,-11.217,1,0.448,0.0,0.137,0.763,117.692,317440,4
1859,Dominos,0.441,0.9,2,-4.96,1,0.000568,2.93e-05,0.211,0.472,176.169,226053,4
1860,How Deep Is Your Love (2007 Remastered Saturday Night Fever LP Version),0.63,0.357,5,-9.392,0,0.0999,0.0,0.128,0.683,104.965,245200,4
1861,Welcome To Jamrock,0.835,0.661,7,-6.502,0,0.0208,0.0,0.449,0.753,76.723,213200,4
1862,Cruel,0.57,0.704,1,-8.32,1,0.0104,0.455,0.0905,0.437,115.041,214987,4
1863,She Sells Sanctuary,0.55,0.777,7,-8.592,1,6.65e-06,0.821,0.0872,0.346,139.577,263000,4
1864,Inside Out,0.619,0.621,0,-4.709,1,0.466,0.145,0.0718,0.501,176.173,301960,4
1865,Chapel Of Love,0.54,0.365,6,-13.56,0,0.395,0.0,0.131,0.588,123.051,167773,4
1866,Foxey Lady,0.507,0.847,1,-5.987,0,0.0751,0.237,0.372,0.566,98.096,198773,4
1867,Dirty Water,0.657,0.721,4,-8.572,1,0.0321,0.0,0.0796,0.778,143.202,167000,4
1868,"Too Much Too Young - Lyceum London, 29/11/79",0.595,0.719,2,-10.037,1,0.0285,0.0813,0.94,0.884,155.77,124467,4
1869,Twist and Shout,0.678,0.816,5,-8.28,1,0.509,0.0,0.113,0.87,124.496,147827,4
1870,Nature Boy,0.368,0.114,2,-15.746,0,0.983,0.787,0.158,0.143,80.734,161080,3
1871,Bad - Remastered 2009,0.373,0.681,2,-9.055,1,0.0116,0.000827,0.0905,0.34,98.7,368440,4
1872,Lets Go Surfing,0.579,0.806,1,-5.7,1,0.214,0.000535,0.0917,0.789,174.057,174307,4
1873,Jesus' Blood Never Failed Me Yet,0.158,0.117,9,-20.408,1,0.824,0.299,0.0517,0.177,75.156,1557227,3
1874,Interstate Love Song,0.214,0.947,4,-5.053,1,0.000552,0.00352,0.238,0.483,170.616,193613,4
1875,Neat Neat Neat,0.327,0.88,2,-12.133,1,0.0375,0.0,0.0549,0.637,177.417,166173,4
1876,Danger! High Voltage (Soulchild Radio Mix),0.657,0.699,11,-4.718,0,2.15e-05,0.153,0.0525,0.523,123.017,214600,4
1877,I Wanna Be Your Lover - Single Version,0.793,0.442,8,-11.293,0,0.236,0.00176,0.0662,0.83,115.995,180080,3
1878,Bust A Move,0.945,0.486,4,-15.642,1,0.084,7.9e-05,0.0722,0.803,117.575,262333,4
1879,Artistry In Rhythm,0.476,0.251,5,-15.101,0,0.861,0.807,0.451,0.346,104.551,198360,3
1880,Psycho,0.519,0.893,0,-5.34,1,0.214,2.85e-06,0.282,0.71,137.733,137867,4
1881,Seasons in the Sun,0.623,0.427,6,-14.58,1,0.443,0.0,0.1,0.899,99.167,205587,4
1882,The Whole Of The Moon - 2004 Remastered Version,0.606,0.794,0,-7.168,1,0.119,7.16e-06,0.125,0.584,105.813,302827,4
1883,Caught By the Fuzz,0.322,0.952,9,-6.925,1,0.000202,0.219,0.0671,0.257,161.79,136773,4
1884,Smooth Operator,0.794,0.56,9,-6.491,0,0.367,0.0107,0.0371,0.963,119.813,298893,4
1885,You Haven't Done Nothin',0.75,0.628,1,-9.968,1,0.298,6.54e-05,0.404,0.828,101.475,202707,4
1886,Elephant,0.598,0.553,9,-6.742,0,0.562,0.157,0.257,0.533,123.075,211227,4
1887,Oh Girl,0.422,0.486,0,-9.866,0,0.296,0.0,0.108,0.53,134.587,217520,4
1888,Brown Paper Bag,0.53,0.944,11,-3.863,1,5.68e-05,0.856,0.394,0.487,169.778,542933,4
1889,Babies,0.299,0.818,2,-7.942,1,0.113,2.46e-06,0.0827,0.604,156.193,244827,4
1890,In For The Kill,0.629,0.969,8,-0.276,0,0.00184,0.0,0.122,0.905,150.01,248627,4
1891,Totally Wired,0.456,0.558,7,-11.748,1,9.84e-05,0.798,0.0993,0.675,167.568,204560,4
1892,Lazy Sunday (Mono),0.577,0.627,2,-8.036,1,0.105,3.09e-06,0.684,0.299,134.058,184293,4
1893,Welcome to the Black Parade,0.217,0.905,2,-4.103,1,0.000289,0.00011,0.222,0.236,96.95,311107,4
1894,The Christmas Song (Merry Christmas To You),0.421,0.203,1,-15.54,1,0.874,0.0,0.114,0.185,88.223,192893,3
1895,raingurl,0.928,0.58,6,-6.923,0,0.0168,0.00397,0.122,0.28,128.031,237231,4
1896,Racing in the Street,0.569,0.273,5,-12.512,1,0.587,0.00052,0.128,0.241,86.634,412973,4
1897,Tumbling Tumbleweeds,0.269,0.447,11,-10.189,0,0.806,0.0,0.384,0.333,81.709,159013,4
1898,All Is Full Of Love - Original Mix,0.486,0.478,10,-10.125,0,0.0524,0.111,0.103,0.0378,152.034,284027,4
1899,Dippermouth Blues,0.581,0.345,0,-12.977,1,0.996,0.932,0.111,0.876,94.048,146933,4
1900,The Mother We Share,0.463,0.715,1,-5.111,1,0.0398,3.92e-06,0.126,0.335,173.854,191267,4
1901,Birdhouse in Your Soul,0.61,0.819,8,-8.323,1,0.00381,7.92e-06,0.285,0.454,100.057,198920,4
1902,Stylo (feat. Mos Def and Bobby Womack),0.686,0.751,10,-5.747,0,0.00604,0.000849,0.0979,0.851,100.222,270520,4
1903,Every Grain of Sand,0.34,0.283,3,-13.474,1,0.622,0.0,0.0684,0.281,172.22,371533,3
1904,So What'Cha Want - Remastered 2009,0.7,0.942,5,-7.355,0,0.0469,2.93e-05,0.0666,0.766,171.37,216941,4
1905,Girls On Film,0.741,0.572,11,-13.558,0,0.00318,0.559,0.071,0.492,131.944,216267,4
1906,SexyBack (feat. Timbaland),0.967,0.583,7,-5.562,0,0.0584,0.0,0.0519,0.964,117.0,242733,4
1907,Summertime,0.167,0.262,6,-9.542,0,0.892,6.35e-05,0.119,0.0828,171.254,297093,5
1908,Walkabout,0.536,0.922,2,-6.247,1,0.0406,8.92e-05,0.214,0.353,121.977,238893,4
1909,If You Could Read My Mind,0.612,0.24,9,-12.821,1,0.745,7.86e-05,0.115,0.223,122.565,228840,4
1910,Shutterbugg,0.611,0.902,2,-5.213,1,0.291,0.0,0.125,0.52,98.252,215240,4
1911,Mustang Sally,0.725,0.327,0,-17.714,1,0.113,0.326,0.214,0.688,110.438,187760,4
1912,Avec le temps,0.284,0.275,9,-13.109,0,0.665,0.00335,0.236,0.158,76.47,266907,4
1913,Ring The Alarm,0.656,0.533,10,-7.286,0,0.155,0.0,0.248,0.494,170.525,191893,4
1914,The Things That I Used To Do,0.41,0.441,5,-6.631,1,0.794,0.0,0.0894,0.618,67.344,181680,4
1915,Chuck E's in Love,0.797,0.398,9,-10.789,1,0.288,0.0,0.104,0.75,113.204,209613,4
1916,Legalize It,0.707,0.784,9,-7.24,0,0.135,0.0,0.0539,0.688,145.422,279667,4
1917,Too Young,0.622,0.75,9,-6.367,0,0.0625,0.000133,0.127,0.905,141.324,197973,4
1918,Pull Shapes,0.518,0.941,7,-1.904,1,0.0348,0.000221,0.0425,0.789,143.988,178453,4
1919,Stars and Stripes Forever March,0.303,0.495,9,-18.231,1,0.931,0.139,0.975,0.704,116.92,179331,4
1920,Buttercup,0.623,0.763,9,-4.412,1,0.199,6.52e-06,0.126,0.199,108.871,226610,4
1921,Doin' Time,0.641,0.559,7,-11.132,0,0.404,0.00402,0.0937,0.523,144.982,202193,4
1922,One More Hour,0.647,0.398,4,-8.63,1,0.108,0.107,0.148,0.32,102.029,432560,4
1923,Devil's Advocate,0.662,0.681,11,-8.152,0,0.0321,0.139,0.508,0.864,98.004,186307,4
1924,She's My Collar (feat. Kali Uchis),0.726,0.815,11,-5.886,1,0.00799,0.081,0.112,0.462,140.158,209560,4
1925,LOVE. FEAT. ZACARI.,0.8,0.585,10,-7.343,1,0.264,0.0,0.153,0.779,126.058,213400,4
1926,Doves In The Wind (feat. Kendrick Lamar),0.693,0.713,10,-4.489,0,0.343,0.0,0.102,0.615,137.335,266080,4
1927,Wat's Wrong (feat. Zacari & Kendrick Lamar),0.706,0.688,1,-6.357,1,0.151,0.0,0.466,0.313,125.966,330783,4
1928,untitled 02 | 06.23.2014.,0.667,0.508,5,-10.337,1,0.341,0.0,0.644,0.093,89.436,258827,3
1929,Sidewalks,0.542,0.72,1,-5.136,0,0.147,0.0,0.348,0.623,149.828,231360,4
1930,Ultraviolence,0.144,0.541,0,-7.076,1,0.278,1.01e-05,0.101,0.0899,79.262,251480,3
1931,Call Out My Name,0.461,0.593,1,-4.954,1,0.17,0.0,0.307,0.175,134.17,228373,3
1932,I Was Never There,0.323,0.737,10,-4.008,1,0.142,0.000162,0.163,0.155,113.26,241067,4
1933,In My Room,0.861,0.647,7,-7.425,1,0.594,0.661,0.114,0.67,158.037,133680,4
1934,Sundress,0.721,0.707,6,-6.364,1,0.181,3.68e-06,0.143,0.743,125.005,158206,4
1935,Love Is Only a Feeling,0.629,0.676,1,-7.088,0,0.53,0.000325,0.701,0.497,90.377,152041,4
1936,Purity (feat. Frank Ocean),0.593,0.37,11,-11.674,0,0.832,0.0,0.108,0.312,135.391,262360,4
1937,The Highs & The Lows,0.539,0.714,5,-4.543,1,0.288,0.0,0.174,0.458,81.709,255609,4
1938,WHEN SPARKS FLY,0.699,0.782,2,-5.538,1,0.00664,0.000517,0.182,0.227,161.721,227873,4
1939,Lost,0.913,0.603,8,-4.892,1,0.0272,0.000503,0.167,0.497,123.061,234093,4
1940,Good Days,0.436,0.655,1,-8.37,0,0.499,8.1e-06,0.688,0.412,121.002,279204,4
1941,Heartbreak Anniversary,0.449,0.465,0,-8.964,1,0.524,1.02e-06,0.303,0.543,89.087,198371,3
1942,Die For You,0.586,0.525,1,-7.163,0,0.111,0.0,0.134,0.508,133.629,260253,4
1943,Trust,0.764,0.394,8,-8.559,1,0.231,9.37e-05,0.117,0.465,92.009,158421,4
1944,Favorite Mistake,0.535,0.409,7,-9.517,0,0.777,0.0,0.129,0.138,170.123,172907,4
1945,Rain (feat. Vince Staples),0.443,0.737,0,-5.943,1,0.528,0.0,0.186,0.68,177.462,153881,4
1946,Do Better,0.72,0.823,6,-6.209,1,0.294,0.00531,0.1,0.648,88.014,231818,4
1947,BEST INTEREST,0.596,0.575,11,-8.325,0,0.0861,0.000153,0.334,0.34,98.265,127921,3
1948,Novacane,0.762,0.508,3,-9.112,1,0.0584,0.00126,0.16,0.37,93.51,302347,4
1949,She,0.35,0.621,8,-6.495,0,0.256,3.44e-05,0.613,0.459,83.375,253387,4
1950,Fuck The World (Summer in London),0.679,0.281,3,-15.506,0,0.873,0.00335,0.215,0.234,74.996,236704,4
1951,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",0.853,0.693,1,-6.87,1,0.0239,0.0,0.11,0.662,95.967,233787,4
1952,The Hills,0.356,0.567,0,-7.011,0,0.0861,0.0,0.137,0.109,135.553,242253,5
1953,Bound 2,0.367,0.665,1,-2.821,1,0.145,0.0,0.113,0.31,148.913,229147,4
1954,90210 (feat. Kacy Hill),0.402,0.526,9,-6.741,0,0.113,8.33e-06,0.105,0.312,81.404,339067,4
1955,pick up the phone,0.706,0.716,7,-4.263,0,0.115,0.0,0.316,0.459,136.904,252263,4
1956,Big Shot (with Travis Scott),0.855,0.478,1,-9.116,1,0.00759,0.0,0.101,0.284,130.018,221827,4
1957,A-Team,0.626,0.526,7,-4.112,0,0.0485,0.00627,0.107,0.17,127.977,176640,4
1958,outside,0.758,0.616,2,-3.471,1,0.503,0.0,0.103,0.494,165.906,176488,4
1959,Overdue (with Travis Scott),0.638,0.4,11,-11.212,0,0.733,0.000133,0.334,0.495,150.133,166093,4
1960,Teenage Fever,0.766,0.283,8,-10.33,0,0.111,0.0172,0.115,0.144,97.04,219692,4
1961,Brazil,0.687,0.617,4,-5.213,1,0.0941,1.27e-05,0.0898,0.665,121.079,252307,4
1962,Eventually,0.424,0.615,9,-6.217,0,0.0158,0.000389,0.0844,0.155,77.935,318591,4
1963,Brooklyn Baby,0.404,0.664,1,-6.698,1,0.542,0.00402,0.11,0.0949,107.747,351640,4
1964,Norman fucking Rockwell,0.215,0.203,5,-12.65,1,0.968,0.0585,0.0923,0.143,78.287,248934,1
1965,Girl With The Tattoo Enter.lewd,0.372,0.239,6,-11.314,0,0.856,0.000175,0.168,0.127,113.451,102813,4
1966,Stargirl Interlude,0.715,0.47,5,-12.638,0,0.353,0.0923,0.104,0.426,89.965,111627,4
1967,Little Bit (feat. Lykke Li),0.758,0.888,11,-4.899,0,0.0999,0.0336,0.661,0.771,120.392,230484,4
1968,Rules,0.651,0.724,7,-5.457,1,0.172,0.0,0.13,0.686,144.146,187040,4
1969,Pyramids,0.4,0.65,5,-6.104,0,0.0118,7.62e-05,0.791,0.15,107.989,592920,4
1970,Tell Em,0.672,0.717,5,-7.476,1,0.103,0.0,0.398,0.473,157.905,180380,4
1971,Break from Toronto,0.596,0.678,9,-5.18,1,0.0199,0.004,0.418,0.259,117.066,99213,4
1972,You Get Me So High,0.551,0.881,7,-6.099,0,0.186,0.0791,0.152,0.387,88.036,153000,4
1973,Shut up My Moms Calling,0.485,0.409,9,-10.711,0,0.325,0.0,0.103,0.376,138.419,164571,4
1974,N Side,0.838,0.536,2,-6.288,1,0.072,0.000259,0.208,0.89,119.956,224444,4
1975,Language,0.62,0.721,4,-5.538,0,0.0422,0.0075,0.563,0.77,169.904,150361,4
1976,For the First Time,0.551,0.529,5,-10.469,0,0.296,0.0093,0.178,0.521,75.515,182307,4
1977,Fallen Star,0.603,0.551,10,-6.259,0,0.0696,0.0976,0.192,0.439,75.001,224939,4
1978,motive (with Doja Cat),0.789,0.742,10,-5.664,0,0.0681,0.0,0.166,0.661,116.965,167990,4
1979,505,0.52,0.852,0,-5.866,1,0.00237,5.79e-05,0.0733,0.234,140.267,253587,4
1980,The Adults Are Talking,0.593,0.749,5,-5.67,1,0.0113,0.106,0.314,0.649,164.959,309053,4
1981,Rocky's Late Night,0.619,0.672,0,-6.429,0,0.0538,0.0699,0.0518,0.805,94.998,256787,4
1982,Fell In Luv (feat. Bryson Tiller),0.657,0.668,2,-6.208,1,0.0273,0.0,0.32,0.227,162.997,206333,4
1983,Born To Die,0.393,0.634,4,-6.629,0,0.2,0.000166,0.198,0.395,85.767,286253,4
1984,The Color Violet,0.645,0.534,6,-10.8,0,0.157,0.0,0.0863,0.463,105.02,226467,4
1985,National Anthem,0.532,0.899,0,-5.935,0,0.531,0.000146,0.0957,0.436,85.0,230520,4
1986,Softcore,0.575,0.568,9,-5.509,0,0.0484,0.000417,0.286,0.37,93.986,206280,4
1987,Diet Mountain Dew,0.595,0.696,10,-5.921,0,0.276,0.0,0.411,0.533,88.013,222920,4
1988,Pink + White,0.545,0.545,9,-7.362,1,0.667,5.48e-05,0.417,0.549,159.94,184516,3
1989,Sativa,0.741,0.61,6,-7.34,0,0.316,0.0,0.534,0.72,125.99,276960,4
1990,Wus Good / Curious,0.344,0.537,8,-8.215,0,0.0727,0.000127,0.225,0.453,82.878,212880,5
1991,"New Person, Same Old Mistakes",0.47,0.809,8,-6.74,1,0.272,0.00671,0.0491,0.49,151.836,363240,4
1992,The Beach,0.245,0.64,2,-7.426,0,0.131,8.11e-06,0.0766,0.105,135.739,255133,4
1993,I Wanna Be Yours,0.464,0.417,0,-9.345,0,0.136,0.022,0.0974,0.479,67.528,183956,4
1994,Dark Red,0.603,0.783,6,-4.023,1,0.449,7.96e-06,0.119,0.775,172.041,173104,4
1995,16,0.701,0.782,1,-4.987,1,0.0918,2.31e-06,0.124,0.57,94.03,156040,4
1996,Single,0.249,0.492,2,-7.108,0,0.755,0.0,0.243,0.34,54.134,262320,4
1997,R.I.P. 2 My Youth,0.353,0.686,7,-5.704,0,0.00216,0.0,0.123,0.177,94.47,205280,4
1998,Cry Baby,0.581,0.656,4,-4.891,0,0.00269,2.78e-06,0.101,0.338,108.033,235160,4
1999,Scary Love,0.595,0.636,5,-5.981,0,9.45e-05,0.0529,0.196,0.147,112.008,222667,4
2000,Congratulations (feat. Bilal),0.465,0.225,4,-12.637,0,0.948,0.00155,0.18,0.207,57.75,256427,4
2001,"Sex, Drugs, Etc.",0.572,0.839,4,-5.083,0,0.013,0.00976,0.522,0.465,143.969,196784,4
2002,Swoon,0.668,0.671,6,-5.916,0,0.261,0.00989,0.119,0.657,92.017,221926,4
2003,Lost in the Fire (feat. The Weeknd),0.658,0.671,2,-12.21,1,0.0933,0.000927,0.115,0.166,100.966,202093,4
2004,Hotel,0.228,0.427,0,-8.739,0,0.752,0.0167,0.592,0.192,180.345,197333,4
2005,Molly,0.743,0.745,0,-8.929,0,0.0655,1.91e-05,0.238,0.267,134.917,141536,4
2006,Baby Keem,0.929,0.653,9,-4.594,1,0.00166,7.71e-06,0.585,0.525,140.065,127864,4
2007,ORANGE SODA,0.83,0.564,1,-7.822,1,0.177,0.0,0.128,0.107,85.042,129882,4
2008,Love Galore (feat. Travis Scott),0.795,0.594,0,-6.2,1,0.112,0.0,0.162,0.409,135.002,275080,4
